ABARA_code,Family,Genus,Species,Scientific_name,Chinese_name,DNA,COI,28S,Storage,Sex,Country,Locality,Elve,Latitude,Longitude,Collection_Year,Collection_Month,Collection_Day,QGIS_Action_Link
ABARA_05653,Araneidae,Bijoaraneus,aff. mitificus,Bijoaraneus aff. mitificus,黑綠媛鬼蛛,,,,Pringles_02,M,Taiwan,"雲林縣古坑鄉慈心農地 Gukeng Township, Yunlin County",55.0,23.6409,120.5322,2022,10,11,obsidian://open?vault=NCHU_Research&file=ABARA_05653
ABARA_05654,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,,,,Pringles_02,M,Taiwan,"Yilan County, Taiwan",100.0,24.44,121.77,2022,7,28,obsidian://open?vault=NCHU_Research&file=ABARA_05654
ABARA_05655,Araneidae,Bijoaraneus,aff. mitificus,Bijoaraneus aff. mitificus,黑綠媛鬼蛛,●,,,Pringles_02,M,Taiwan,"電火圳步道 Dianhuozhen Trail, Shigang District, Taichung City",349.0,24.259342,120.813441,2024,7,20,obsidian://open?vault=NCHU_Research&file=ABARA_05655
ABARA_05659,Araneidae,Bijoaraneus,sp.2,Bijoaraneus sp.2,,●,◐,●,Pringles_01,M,Taiwan,"Nantou County, Taiwan",2100.0,24.09,121.17,2024,9,21,obsidian://open?vault=NCHU_Research&file=ABARA_05659
ABARA_05682,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,●,,●,Pringles_02,F,Taiwan,"Nantou County, Taiwan",1200.0,24.02,121.13,2024,10,13,obsidian://open?vault=NCHU_Research&file=ABARA_05682
ABARA_05686,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,,,,Pringles_01,F,Taiwan,D點,301.0,24.811185,121.222092,2024,10,11,obsidian://open?vault=NCHU_Research&file=ABARA_05686
ABARA_05687,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,,,,Pringles_01,F,Taiwan,A點,342.0,24.857554,121.546041,2024,10,10,obsidian://open?vault=NCHU_Research&file=ABARA_05687
ABARA_05789,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,◐,●,Pringles_01,F,Taiwan,"奮起湖 Fenqihu, Zhuqi Township, Chiayi",1564.0,23.51515,120.70386,2024,11,21,obsidian://open?vault=NCHU_Research&file=ABARA_05789
ABARA_05808,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,◐,●,Pringles_01,F,Japan,"德島市文化之森綜合公園Bunka-no-mori Park, Tokushima",,,,2024,5,24,obsidian://open?vault=NCHU_Research&file=ABARA_05808
ABARA_05809,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,◐,●,Pringles_01,M,Japan,"德島市文化之森綜合公園Bunka-no-mori Park, Tokushima",,,,2024,5,29,obsidian://open?vault=NCHU_Research&file=ABARA_05809
ABARA_05822,Araneidae,Eriovixia,laglaizei,Eriovixia laglaizei,拉氏毛圓蛛,,,,Pringles_03,F,Taiwan,"南投縣魚池鄉蓮華池 Yuchi Township, Nantou County, Taiwan",676.0,23.918332,120.885049,2011,6,,obsidian://open?vault=NCHU_Research&file=ABARA_05822
ABARA_05823,Araneidae,Eriovixia,laglaizei,Eriovixia laglaizei,拉氏毛圓蛛,,,,Pringles_03,F,Taiwan,"南投縣魚池鄉蓮華池 Yuchi Township, Nantou County, Taiwan",676.0,23.918332,120.885049,2011,8,,obsidian://open?vault=NCHU_Research&file=ABARA_05823
ABARA_05824,Araneidae,Eriovixia,excelsa,Eriovixia excelsa,艾氏毛圓蛛,●,,,Pringles_03,F,Taiwan,"南投縣魚池鄉蓮華池 Yuchi Township, Nantou County, Taiwan",676.0,23.918332,120.885049,2011,8,,obsidian://open?vault=NCHU_Research&file=ABARA_05824
ABARA_05825,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,,,Pringles_01,F,Taiwan,"台北市北投區天母古道 Beitou Dist., Taipei City, Taiwan",,,,2024,5,11,obsidian://open?vault=NCHU_Research&file=ABARA_05825
ABARA_05826,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,,,,Pringles_01,J,Taiwan,"台北市北投區天母古道 Beitou Dist., Taipei City, Taiwan",,,,2024,7,5,obsidian://open?vault=NCHU_Research&file=ABARA_05826
ABARA_05827,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,,,,Pringles_01,J,Taiwan,"台北市北投區天母古道 Beitou Dist., Taipei City, Taiwan",,,,2024,7,5,obsidian://open?vault=NCHU_Research&file=ABARA_05827
ABARA_05828,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,,,Pringles_01,F,Taiwan,"台北市北投區天母古道 Beitou Dist., Taipei City, Taiwan",,,,2024,7,5,obsidian://open?vault=NCHU_Research&file=ABARA_05828
ABARA_05877,Araneidae,Bijoaraneus,sp.2,Bijoaraneus sp.2,,●,,,Pringles_01,F,Taiwan,"Taichung City, Taiwan",1700.0,24.33,120.98,2024,8,5,obsidian://open?vault=NCHU_Research&file=ABARA_05877
ABARA_05935,Araneidae,Guizygiella,sp,Guizygiella sp,,●,◐,●,Pringles_03,M,Taiwan,"Pingtung County, Taiwan",1200.0,22.73,120.76,2022,3,17,obsidian://open?vault=NCHU_Research&file=ABARA_05935
ABARA_05936,Araneidae,Guizygiella,sp,Guizygiella sp,,●,◐,●,Pringles_03,F,Taiwan,"Pingtung County, Taiwan",1200.0,22.73,120.76,2022,3,17,obsidian://open?vault=NCHU_Research&file=ABARA_05936
ABARA_05937,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Pingtung County, Taiwan",1200.0,22.73,120.76,2022,3,17,obsidian://open?vault=NCHU_Research&file=ABARA_05937
ABARA_05938,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Pingtung County, Taiwan",1200.0,22.73,120.76,2022,3,17,obsidian://open?vault=NCHU_Research&file=ABARA_05938
ABARA_05939,Araneidae,Guizygiella,sp,Guizygiella sp,,●,◐,●,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",900.0,23.42,120.65,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_05939
ABARA_05940,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",900.0,23.42,120.65,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_05940
ABARA_05941,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",900.0,23.42,120.65,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_05941
ABARA_05942,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",900.0,23.42,120.65,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_05942
ABARA_05961,Araneidae,Aoaraneus,amabilis,Aoaraneus amabilis,可愛青鬼蛛,●,,,Pringles_01,F,Japan,"瀨戶內町山區 Agina, Setouchi, Oshima District, Kagoshima 894-1511",64.0,28.184,129.3264,2025,3,22,obsidian://open?vault=NCHU_Research&file=ABARA_05961
ABARA_05991,Araneidae,Bijoaraneus,aff. mitificus,Bijoaraneus aff. mitificus,黑綠媛鬼蛛,●,◐,●,Pringles_02,F,Taiwan,"屏東龜山步道Checheng Township, Pingtung County, Taiwan ",53.0,22.05041,120.702102,2020,4,4,obsidian://open?vault=NCHU_Research&file=ABARA_05991
ABARA_05992,Araneidae,Bijoaraneus,aff. mitificus,Bijoaraneus aff. mitificus,黑綠媛鬼蛛,,,,Pringles_02,F,Taiwan,"屏東龜山步道Checheng Township, Pingtung County, Taiwan ",53.0,22.05041,120.702102,2020,4,4,obsidian://open?vault=NCHU_Research&file=ABARA_05992
ABARA_05993,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,,,,Pringles_02,F,Taiwan,"Miaoli County, Taiwan",100.0,24.62,120.96,2025,1,18,obsidian://open?vault=NCHU_Research&file=ABARA_05993
ABARA_05994,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,●,,,Pringles_02,F,Taiwan,"Pingtung County, Taiwan",100.0,22.05,120.83,2025,4,10,obsidian://open?vault=NCHU_Research&file=ABARA_05994
ABARA_05995,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,◐,●,Pringles_01,M,Taiwan,延平林道,1108.0,22.882763,121.03764,2025,3,21,obsidian://open?vault=NCHU_Research&file=ABARA_05995
ABARA_05996,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,◐,●,Pringles_01,F,Taiwan,"烏石坑 Wushikeng, Heping Dist, Taichung City ",984.0,24.274312,120.948278,2025,3,21,obsidian://open?vault=NCHU_Research&file=ABARA_05996
ABARA_05997,Araneidae,Eriovixia,laglaizei,Eriovixia laglaizei,拉氏毛圓蛛,●,,,Pringles_03,F,Taiwan,"南投縣魚池鄉蓮華池 Yuchi Township, Nantou County, Taiwan",676.0,23.918332,120.885049,2011,8,,obsidian://open?vault=NCHU_Research&file=ABARA_05997
ABARA_05998,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",900.0,23.42,120.65,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_05998
ABARA_05999,Araneidae,Guizygiella,sp,Guizygiella sp,,●,,●,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",1000.0,23.49,120.68,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_05999
ABARA_06000,Araneidae,Guizygiella,sp,Guizygiella sp,,●,◐,●,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",1000.0,23.49,120.68,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_06000
ABARA_06001,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Chiayi County, Taiwan",900.0,23.42,120.65,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_06001
ABARA_06002,Araneidae,Guizygiella,sp,Guizygiella sp,,●,◐,●,Pringles_03,M,Taiwan,"Chiayi County, Taiwan",900.0,23.42,120.65,2022,3,14,obsidian://open?vault=NCHU_Research&file=ABARA_06002
ABARA_06003,Araneidae,Bijoaraneus,aff. mitificus,Bijoaraneus aff. mitificus,黑綠媛鬼蛛,●,◐,●,Pringles_02,M,Taiwan,"三嵙頭Shankekou, Xinshe Dist., Taichung City ",537.0,24.195035,120.806942,2022,3,8,obsidian://open?vault=NCHU_Research&file=ABARA_06003
ABARA_06004,Araneidae,Bijoaraneus,aff. mitificus,Bijoaraneus aff. mitificus,黑綠媛鬼蛛,,,,Pringles_02,M,Taiwan,"三嵙頭Shankekou, Xinshe Dist., Taichung City ",537.0,24.195035,120.806942,2022,3,8,obsidian://open?vault=NCHU_Research&file=ABARA_06004
ABARA_06005,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,,,,Pringles_02,F,Taiwan,"Hualien County, Taiwan",0.0,24.25,121.72,2020,2,13,obsidian://open?vault=NCHU_Research&file=ABARA_06005
ABARA_06006,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,,,,Pringles_02,M,Taiwan,"Hualien County, Taiwan",0.0,24.25,121.72,2022,2,12,obsidian://open?vault=NCHU_Research&file=ABARA_06006
ABARA_06007,Araneidae,Bijoaraneus,aff. mitificus,Bijoaraneus aff. mitificus,黑綠媛鬼蛛,,,,Pringles_02,F,Taiwan,宜蘭縣南澳鄉觀音北口,70.0,24.436002,121.774294,2020,11,4,obsidian://open?vault=NCHU_Research&file=ABARA_06007
ABARA_06008,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,,,,Pringles_02,M,Taiwan,"Nantou County, Taiwan",700.0,23.89,120.92,2020,10,22,obsidian://open?vault=NCHU_Research&file=ABARA_06008
ABARA_06152,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,●,,,Pringles_01,F,Taiwan,"苗栗縣三義鄉 Sanyi Township, Miaoli County",350.0,24.41439,120.766594,2025,7,1,obsidian://open?vault=NCHU_Research&file=ABARA_06152
ABARA_06153,Araneidae,Bijoaraneus,sp.1,Bijoaraneus sp.1,,,,,Pringles_02,F,Taiwan,"Yunlin County, Taiwan",400.0,23.59,120.6,2025,7,10,obsidian://open?vault=NCHU_Research&file=ABARA_06153
ABARA_06154,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,,,,Pringles_01,F,Taiwan,"烏石坑 Wushikeng, Heping Dist, Taichung City ",984.0,24.274312,120.948278,2025,6,20,obsidian://open?vault=NCHU_Research&file=ABARA_06154
ABARA_06155,Araneidae,Aoaraneus,pentagrammicus,Aoaraneus pentagrammicus,五紋青鬼蛛,,,,Pringles_01,F,Taiwan,"大漢林道,Chunri Township, Pingtung County",1200.0,22.41194,120.73666,2025,5,4,obsidian://open?vault=NCHU_Research&file=ABARA_06155
ABARA_06156,Araneidae,Eriovixia,excelsa,Eriovixia excelsa,艾氏毛圓蛛,,,,Pringles_03,F,Taiwan,"烏石坑 Wushikeng, Heping Dist, Taichung City ",984.0,24.274312,120.948278,2025,6,20,obsidian://open?vault=NCHU_Research&file=ABARA_06156
ABARA_06157,Araneidae,Eriovixia,excelsa,Eriovixia excelsa,艾氏毛圓蛛,,,,Pringles_03,F,Taiwan,"明池山莊停車場 Datong Township, Yilan County",1162.0,24.653259,121.470178,2025,6,8,obsidian://open?vault=NCHU_Research&file=ABARA_06157
ABARA_06158,Araneidae,Guizygiella,sp,Guizygiella sp,,,,,Pringles_03,F,Taiwan,"Yilan County, Taiwan",1200.0,24.65,121.47,2025,6,8,obsidian://open?vault=NCHU_Research&file=ABARA_06158
ABARA_06159,Araneidae,Eriovixia,excelsa,Eriovixia excelsa,艾氏毛圓蛛,,,,Pringles_01,M,Taiwan,"台中火車站 Central District, Taichung City",82.0,24.135971,120.685348,2025,6,12,obsidian://open?vault=NCHU_Research&file=ABARA_06159
ABARA_06205,Araneidae,Bijoaraneus,sp.2,Bijoaraneus sp.2,,●,,,Pringles_03,M,Taiwan,"Taichung City, Taiwan",2000.0,24.24,120.98,2025,8,28,obsidian://open?vault=NCHU_Research&file=ABARA_06205
